"Lab","Diet","Sex","Population","Line","Replicate_count","Replicate_ids","Observation_count","Batch_count","Batch_ids"
"Vieira","S","M","GI","GI11",3,"Vieira_7_GI11_M_1; Vieira_7_GI11_M_2; Vieira_7_GI11_M_3",3,1,"7"
"Vieira","S","M","GI","GI12",3,"Vieira_9_GI12_M_1; Vieira_9_GI12_M_2; Vieira_9_GI12_M_3",3,1,"9"
"Vieira","S","M","GI","GI13",3,"Vieira_9_GI13_M_1; Vieira_9_GI13_M_2; Vieira_9_GI13_M_3",3,1,"9"
"Vieira","S","M","GI","GI15",3,"Vieira_7_GI15_M_1; Vieira_7_GI15_M_2; Vieira_7_GI15_M_3",3,1,"7"
"Vieira","S","M","GI","GI2",3,"Vieira_2_GI2_M_1; Vieira_2_GI2_M_2; Vieira_2_GI2_M_3",3,1,"2"
"Vieira","S","M","GI","GI3",3,"Vieira_2_GI3_M_1; Vieira_2_GI3_M_2; Vieira_2_GI3_M_3",3,1,"2"
"Vieira","S","M","GI","GI4",3,"Vieira_5_GI4_M_1; Vieira_5_GI4_M_2; Vieira_5_GI4_M_3",3,1,"5"
"Vieira","S","M","GI","GI5",3,"Vieira_8_GI5_M_1; Vieira_8_GI5_M_2; Vieira_8_GI5_M_3",3,1,"8"
"Vieira","S","M","GI","GI7",3,"Vieira_3_GI7_M_1; Vieira_3_GI7_M_2; Vieira_3_GI7_M_3",3,1,"3"
"Vieira","S","M","GI","GI8",3,"Vieira_8_GI8_M_1; Vieira_8_GI8_M_2; Vieira_8_GI8_M_3",3,1,"8"
"Vieira","S","M","GI","GI9",3,"Vieira_9_GI9_M_1; Vieira_9_GI9_M_2; Vieira_9_GI9_M_3",3,1,"9"
"Vieira","S","M","KA","KA1",3,"Vieira_17_KA1_M_1; Vieira_17_KA1_M_2; Vieira_17_KA1_M_3",3,1,"17"
"Vieira","S","M","KA","KA10",3,"Vieira_16_KA10_M_1; Vieira_16_KA10_M_2; Vieira_16_KA10_M_3",3,1,"16"
"Vieira","S","M","KA","KA11",3,"Vieira_19_KA11_M_1; Vieira_19_KA11_M_2; Vieira_19_KA11_M_3",3,1,"19"
"Vieira","S","M","KA","KA13",3,"Vieira_19_KA13_M_1; Vieira_19_KA13_M_2; Vieira_19_KA13_M_3",3,1,"19"
"Vieira","S","M","KA","KA14",3,"Vieira_19_KA14_M_1; Vieira_19_KA14_M_2; Vieira_19_KA14_M_3",3,1,"19"
"Vieira","S","M","KA","KA15",3,"Vieira_20_KA15_M_1; Vieira_20_KA15_M_2; Vieira_20_KA15_M_3",3,1,"20"
"Vieira","S","M","KA","KA16",3,"Vieira_20_KA16_M_1; Vieira_20_KA16_M_2; Vieira_20_KA16_M_3",3,1,"20"
"Vieira","S","M","KA","KA17",3,"Vieira_21_KA17_M_1; Vieira_21_KA17_M_2; Vieira_21_KA17_M_3",3,1,"21"
"Vieira","S","M","KA","KA18",3,"Vieira_21_KA18_M_1; Vieira_21_KA18_M_2; Vieira_21_KA18_M_3",3,1,"21"
"Vieira","S","M","KA","KA2",3,"Vieira_17_KA2_M_1; Vieira_17_KA2_M_2; Vieira_17_KA2_M_3",3,1,"17"
"Vieira","S","M","KA","KA23",3,"Vieira_21_KA23_M_1; Vieira_21_KA23_M_2; Vieira_21_KA23_M_3",3,1,"21"
"Vieira","S","M","KA","KA24",3,"Vieira_21_KA24_M_1; Vieira_21_KA24_M_2; Vieira_21_KA24_M_3",3,1,"21"
"Vieira","S","M","KA","KA25",3,"Vieira_21_KA25_M_1; Vieira_21_KA25_M_2; Vieira_21_KA25_M_3",3,1,"21"
"Vieira","S","M","KA","KA28",3,"Vieira_21_KA28_M_1; Vieira_21_KA28_M_2; Vieira_21_KA28_M_3",3,1,"21"
"Vieira","S","M","KA","KA29",3,"Vieira_22_KA29_M_1; Vieira_22_KA29_M_2; Vieira_22_KA29_M_3",3,1,"22"
"Vieira","S","M","KA","KA3",3,"Vieira_17_KA3_M_1; Vieira_17_KA3_M_2; Vieira_17_KA3_M_3",3,1,"17"
"Vieira","S","M","KA","KA5",3,"Vieira_17_KA5_M_1; Vieira_17_KA5_M_2; Vieira_17_KA5_M_3",3,1,"17"
"Vieira","S","M","KA","KA6",3,"Vieira_16_KA6_M_1; Vieira_16_KA6_M_2; Vieira_16_KA6_M_3",3,1,"16"
"Vieira","S","M","KA","KA7",3,"Vieira_16_KA7_M_1; Vieira_16_KA7_M_2; Vieira_16_KA7_M_3",3,1,"16"
"Vieira","S","M","KA","KA9",3,"Vieira_16_KA9_M_1; Vieira_16_KA9_M_2; Vieira_16_KA9_M_3",3,1,"16"
"Vieira","S","M","MA","MA12",3,"Vieira_24_MA12_M_1; Vieira_24_MA12_M_2; Vieira_24_MA12_M_3",3,1,"24"
"Vieira","S","M","MA","MA13",3,"Vieira_24_MA13_M_1; Vieira_24_MA13_M_2; Vieira_24_MA13_M_3",3,1,"24"
"Vieira","S","M","MA","MA16",3,"Vieira_24_MA16_M_1; Vieira_24_MA16_M_2; Vieira_24_MA16_M_3",3,1,"24"
"Vieira","S","M","MA","MA18",3,"Vieira_24_MA18_M_1; Vieira_24_MA18_M_2; Vieira_24_MA18_M_3",3,1,"24"
"Vieira","S","M","MA","MA19",3,"Vieira_24_MA19_M_1; Vieira_24_MA19_M_2; Vieira_24_MA19_M_3",3,1,"24"
"Vieira","S","M","MA","MA20",3,"Vieira_25_MA20_M_1; Vieira_25_MA20_M_2; Vieira_25_MA20_M_3",3,1,"25"
"Vieira","S","M","MA","MA21",3,"Vieira_25_MA21_M_1; Vieira_25_MA21_M_2; Vieira_25_MA21_M_3",3,1,"25"
"Vieira","S","M","MA","MA23",3,"Vieira_25_MA23_M_1; Vieira_25_MA23_M_2; Vieira_25_MA23_M_3",3,1,"25"
"Vieira","S","M","MA","MA26",3,"Vieira_25_MA26_M_1; Vieira_25_MA26_M_2; Vieira_25_MA26_M_3",3,1,"25"
"Vieira","S","M","MA","MA27",3,"Vieira_25_MA27_M_1; Vieira_25_MA27_M_2; Vieira_25_MA27_M_3",3,1,"25"
"Vieira","S","M","MA","MA28",3,"Vieira_25_MA28_M_1; Vieira_25_MA28_M_2; Vieira_25_MA28_M_3",3,1,"25"
"Vieira","S","M","MA","MA3",3,"Vieira_22_MA3_M_1; Vieira_22_MA3_M_2; Vieira_22_MA3_M_3",3,1,"22"
"Vieira","S","M","MA","MA30",3,"Vieira_26_MA30_M_1; Vieira_26_MA30_M_2; Vieira_26_MA30_M_3",3,1,"26"
"Vieira","S","M","MA","MA31",3,"Vieira_26_MA31_M_1; Vieira_26_MA31_M_2; Vieira_26_MA31_M_3",3,1,"26"
"Vieira","S","M","MA","MA32",3,"Vieira_26_MA32_M_1; Vieira_26_MA32_M_2; Vieira_26_MA32_M_3",3,1,"26"
"Vieira","S","M","MA","MA33",3,"Vieira_26_MA33_M_1; Vieira_26_MA33_M_2; Vieira_26_MA33_M_3",3,1,"26"
"Vieira","S","M","MA","MA5",3,"Vieira_22_MA5_M_1; Vieira_22_MA5_M_2; Vieira_22_MA5_M_3",3,1,"22"
"Vieira","S","M","MA","MA6",3,"Vieira_22_MA6_M_1; Vieira_22_MA6_M_2; Vieira_22_MA6_M_3",3,1,"22"
"Vieira","S","M","MA","MA7",3,"Vieira_23_MA7_M_1; Vieira_23_MA7_M_2; Vieira_23_MA7_M_3",3,1,"23"
"Vieira","S","M","MA","MA9",3,"Vieira_23_MA9_M_1; Vieira_23_MA9_M_2; Vieira_23_MA9_M_3",3,1,"23"
"Vieira","S","M","MU","MU1",3,"Vieira_1_MU1_M_1; Vieira_1_MU1_M_2; Vieira_1_MU1_M_3",3,1,"1"
"Vieira","S","M","MU","MU10",3,"Vieira_1_MU10_M_1; Vieira_1_MU10_M_2; Vieira_1_MU10_M_3",3,1,"1"
"Vieira","S","M","MU","MU11",3,"Vieira_3_MU11_M_1; Vieira_3_MU11_M_2; Vieira_3_MU11_M_3",3,1,"3"
"Vieira","S","M","MU","MU12",3,"Vieira_3_MU12_M_1; Vieira_3_MU12_M_2; Vieira_3_MU12_M_3",3,1,"3"
"Vieira","S","M","MU","MU13",3,"Vieira_3_MU13_M_1; Vieira_3_MU13_M_2; Vieira_3_MU13_M_3",3,1,"3"
"Vieira","S","M","MU","MU14",3,"Vieira_2_MU14_M_1; Vieira_2_MU14_M_2; Vieira_2_MU14_M_3",3,1,"2"
"Vieira","S","M","MU","MU15",3,"Vieira_3_MU15_M_1; Vieira_3_MU15_M_2; Vieira_3_MU15_M_3",3,1,"3"
"Vieira","S","M","MU","MU16",3,"Vieira_5_MU16_M_1; Vieira_5_MU16_M_2; Vieira_5_MU16_M_3",3,1,"5"
"Vieira","S","M","MU","MU17",3,"Vieira_3_MU17_M_1; Vieira_3_MU17_M_2; Vieira_3_MU17_M_3",3,1,"3"
"Vieira","S","M","MU","MU18",3,"Vieira_2_MU18_M_1; Vieira_2_MU18_M_2; Vieira_2_MU18_M_3",3,1,"2"
"Vieira","S","M","MU","MU19",3,"Vieira_3_MU19_M_1; Vieira_3_MU19_M_2; Vieira_3_MU19_M_3",3,1,"3"
"Vieira","S","M","MU","MU2",3,"Vieira_1_MU2_M_1; Vieira_1_MU2_M_2; Vieira_1_MU2_M_3",3,1,"1"
"Vieira","S","M","MU","MU20",3,"Vieira_2_MU20_M_1; Vieira_2_MU20_M_2; Vieira_2_MU20_M_3",3,1,"2"
"Vieira","S","M","MU","MU3",3,"Vieira_1_MU3_M_1; Vieira_1_MU3_M_2; Vieira_1_MU3_M_3",3,1,"1"
"Vieira","S","M","MU","MU4",3,"Vieira_4_MU4_M_1; Vieira_4_MU4_M_2; Vieira_4_MU4_M_3",3,1,"4"
"Vieira","S","M","MU","MU5",3,"Vieira_1_MU5_M_1; Vieira_1_MU5_M_2; Vieira_1_MU5_M_3",3,1,"1"
"Vieira","S","M","MU","MU6",3,"Vieira_1_MU6_M_1; Vieira_1_MU6_M_2; Vieira_1_MU6_M_3",3,1,"1"
"Vieira","S","M","MU","MU7",3,"Vieira_4_MU7_M_1; Vieira_4_MU7_M_2; Vieira_4_MU7_M_3",3,1,"4"
"Vieira","S","M","MU","MU8",3,"Vieira_4_MU8_M_1; Vieira_4_MU8_M_2; Vieira_4_MU8_M_3",3,1,"4"
"Vieira","S","M","MU","MU9",3,"Vieira_4_MU9_M_1; Vieira_4_MU9_M_2; Vieira_4_MU9_M_3",3,1,"4"
"Vieira","S","M","RE","RE10",3,"Vieira_15_RE10_M_1; Vieira_15_RE10_M_2; Vieira_15_RE10_M_3",3,1,"15"
"Vieira","S","M","RE","RE11",3,"Vieira_15_RE11_M_1; Vieira_15_RE11_M_2; Vieira_15_RE11_M_3",3,1,"15"
"Vieira","S","M","RE","RE12",3,"Vieira_16_RE12_M_1; Vieira_16_RE12_M_2; Vieira_16_RE12_M_3",3,1,"16"
"Vieira","S","M","RE","RE13",3,"Vieira_15_RE13_M_1; Vieira_15_RE13_M_2; Vieira_15_RE13_M_3",3,1,"15"
"Vieira","S","M","RE","RE15",3,"Vieira_15_RE15_M_1; Vieira_15_RE15_M_2; Vieira_15_RE15_M_3",3,1,"15"
"Vieira","S","M","RE","RE16",3,"Vieira_15_RE16_M_1; Vieira_15_RE16_M_2; Vieira_15_RE16_M_3",3,1,"15"
"Vieira","S","M","RE","RE17",3,"Vieira_15_RE17_M_1; Vieira_15_RE17_M_2; Vieira_15_RE17_M_3",3,1,"15"
"Vieira","S","M","RE","RE18",3,"Vieira_15_RE18_M_1; Vieira_15_RE18_M_2; Vieira_15_RE18_M_3",3,1,"15"
"Vieira","S","M","RE","RE2",3,"Vieira_13_RE2_M_1; Vieira_13_RE2_M_2; Vieira_13_RE2_M_3",3,1,"13"
"Vieira","S","M","RE","RE3",3,"Vieira_13_RE3_M_1; Vieira_13_RE3_M_2; Vieira_13_RE3_M_3",3,1,"13"
"Vieira","S","M","RE","RE4",3,"Vieira_13_RE4_M_1; Vieira_13_RE4_M_2; Vieira_13_RE4_M_3",3,1,"13"
"Vieira","S","M","RE","RE5",3,"Vieira_12_RE5_M_1; Vieira_12_RE5_M_2; Vieira_12_RE5_M_3",3,1,"12"
"Vieira","S","M","RE","RE6",3,"Vieira_12_RE6_M_1; Vieira_12_RE6_M_2; Vieira_12_RE6_M_3",3,1,"12"
"Vieira","S","M","RE","RE7",3,"Vieira_12_RE7_M_1; Vieira_12_RE7_M_2; Vieira_12_RE7_M_3",3,1,"12"
"Vieira","S","M","RE","RE8",3,"Vieira_12_RE8_M_1; Vieira_12_RE8_M_2; Vieira_12_RE8_M_3",3,1,"12"
"Vieira","S","M","RE","RE9",3,"Vieira_13_RE9_M_1; Vieira_13_RE9_M_2; Vieira_13_RE9_M_3",3,1,"13"
"Vieira","S","M","UM","UM13",3,"Vieira_10_UM13_M_1; Vieira_10_UM13_M_2; Vieira_10_UM13_M_3",3,1,"10"
"Vieira","S","M","UM","UM17",3,"Vieira_10_UM17_M_1; Vieira_10_UM17_M_2; Vieira_10_UM17_M_3",3,1,"10"
"Vieira","S","M","UM","UM18",3,"Vieira_10_UM18_M_1; Vieira_10_UM18_M_2; Vieira_10_UM18_M_3",3,1,"10"
"Vieira","S","M","UM","UM2",3,"Vieira_2_UM2_M_1; Vieira_2_UM2_M_2; Vieira_2_UM2_M_3",3,1,"2"
"Vieira","S","M","UM","UM20",3,"Vieira_10_UM20_M_1; Vieira_10_UM20_M_2; Vieira_10_UM20_M_3",3,1,"10"
"Vieira","S","M","UM","UM21",3,"Vieira_11_UM21_M_1; Vieira_11_UM21_M_2; Vieira_11_UM21_M_3",3,1,"11"
"Vieira","S","M","UM","UM22",3,"Vieira_18_UM22_M_1; Vieira_18_UM22_M_2; Vieira_18_UM22_M_3",3,1,"18"
"Vieira","S","M","UM","UM23",3,"Vieira_11_UM23_M_1; Vieira_11_UM23_M_2; Vieira_11_UM23_M_3",3,1,"11"
"Vieira","S","M","UM","UM24",3,"Vieira_11_UM24_M_1; Vieira_11_UM24_M_2; Vieira_11_UM24_M_3",3,1,"11"
"Vieira","S","M","UM","UM25",3,"Vieira_17_UM25_M_1; Vieira_17_UM25_M_2; Vieira_17_UM25_M_3",3,1,"17"
"Vieira","S","M","UM","UM26",3,"Vieira_18_UM26_M_1; Vieira_18_UM26_M_2; Vieira_18_UM26_M_3",3,1,"18"
"Vieira","S","M","UM","UM28",3,"Vieira_18_UM28_M_1; Vieira_18_UM28_M_2; Vieira_18_UM28_M_3",3,1,"18"
"Vieira","S","M","UM","UM29",3,"Vieira_17_UM29_M_1; Vieira_17_UM29_M_2; Vieira_17_UM29_M_3",3,1,"17"
"Vieira","S","M","UM","UM4",3,"Vieira_17_UM4_M_1; Vieira_17_UM4_M_2; Vieira_17_UM4_M_3",3,1,"17"
"Vieira","S","M","UM","UM5",3,"Vieira_2_UM5_M_1; Vieira_2_UM5_M_2; Vieira_2_UM5_M_3",3,1,"2"
"Vieira","S","M","UM","UM6",3,"Vieira_3_UM6_M_1; Vieira_3_UM6_M_2; Vieira_3_UM6_M_3",3,1,"3"
"Vieira","S","M","UM","UM7",3,"Vieira_3_UM7_M_1; Vieira_3_UM7_M_2; Vieira_3_UM7_M_3",3,1,"3"
"Vieira","S","M","UM","UM8",3,"Vieira_17_UM8_M_1; Vieira_17_UM8_M_2; Vieira_17_UM8_M_3",3,1,"17"
"Vieira","S","M","UM","UM9",3,"Vieira_10_UM9_M_1; Vieira_10_UM9_M_2; Vieira_10_UM9_M_3",3,1,"10"
"Vieira","S","M","VA","VA1",3,"Vieira_32_VA1_M_1; Vieira_32_VA1_M_2; Vieira_32_VA1_M_3",3,1,"32"
"Vieira","S","M","VA","VA11",3,"Vieira_28_VA11_M_1; Vieira_28_VA11_M_2; Vieira_28_VA11_M_3",3,1,"28"
"Vieira","S","M","VA","VA15",3,"Vieira_32_VA15_M_1; Vieira_32_VA15_M_2; Vieira_32_VA15_M_3",3,1,"32"
"Vieira","S","M","VA","VA18",3,"Vieira_32_VA18_M_1; Vieira_32_VA18_M_2; Vieira_32_VA18_M_3",3,1,"32"
"Vieira","S","M","VA","VA22",3,"Vieira_28_VA22_M_1; Vieira_28_VA22_M_2; Vieira_28_VA22_M_3",3,1,"28"
"Vieira","S","M","VA","VA26",3,"Vieira_32_VA26_M_1; Vieira_32_VA26_M_2; Vieira_32_VA26_M_3",3,1,"32"
"Vieira","S","M","VA","VA30",3,"Vieira_32_VA30_M_1; Vieira_32_VA30_M_2; Vieira_32_VA30_M_3",3,1,"32"
"Vieira","S","M","VA","VA34",3,"Vieira_32_VA34_M_1; Vieira_32_VA34_M_2; Vieira_32_VA34_M_3",3,1,"32"
"Vieira","S","M","VA","VA35",3,"Vieira_29_VA35_M_1; Vieira_29_VA35_M_2; Vieira_29_VA35_M_3",3,1,"29"
"Vieira","S","M","VA","VA44",3,"Vieira_28_VA44_M_1; Vieira_28_VA44_M_2; Vieira_28_VA44_M_3",3,1,"28"
"Vieira","S","M","VA","VA46",3,"Vieira_28_VA46_M_1; Vieira_28_VA46_M_2; Vieira_28_VA46_M_3",3,1,"28"
"Vieira","S","M","VA","VA47",3,"Vieira_29_VA47_M_1; Vieira_29_VA47_M_2; Vieira_29_VA47_M_3",3,1,"29"
"Vieira","S","M","VA","VA48",3,"Vieira_30_VA48_M_1; Vieira_30_VA48_M_2; Vieira_30_VA48_M_3",3,1,"30"
"Vieira","S","M","VA","VA55",3,"Vieira_29_VA55_M_1; Vieira_29_VA55_M_2; Vieira_29_VA55_M_3",3,1,"29"
"Vieira","S","M","VA","VA57",3,"Vieira_29_VA57_M_1; Vieira_29_VA57_M_2; Vieira_29_VA57_M_3",3,1,"29"
"Vieira","S","M","VA","VA6",3,"Vieira_28_VA6_M_1; Vieira_28_VA6_M_2; Vieira_28_VA6_M_3",3,1,"28"
"Vieira","S","M","VA","VA66",3,"Vieira_29_VA66_M_1; Vieira_29_VA66_M_2; Vieira_29_VA66_M_3",3,1,"29"
"Vieira","S","M","VA","VA67",3,"Vieira_30_VA67_M_1; Vieira_30_VA67_M_2; Vieira_30_VA67_M_3",3,1,"30"
"Vieira","S","M","VA","VA71",3,"Vieira_30_VA71_M_1; Vieira_30_VA71_M_2; Vieira_30_VA71_M_3",3,1,"30"
"Vieira","S","M","VA","VA9",3,"Vieira_28_VA9_M_1; Vieira_28_VA9_M_2; Vieira_28_VA9_M_3",3,1,"28"
"Vieira","S","M","YE","YE11",3,"Vieira_26_YE11_M_1; Vieira_26_YE11_M_2; Vieira_26_YE11_M_3",3,1,"26"
"Vieira","S","M","YE","YE13",3,"Vieira_27_YE13_M_1; Vieira_27_YE13_M_2; Vieira_27_YE13_M_3",3,1,"27"
"Vieira","S","M","YE","YE14",3,"Vieira_27_YE14_M_1; Vieira_27_YE14_M_2; Vieira_27_YE14_M_3",3,1,"27"
"Vieira","S","M","YE","YE15",3,"Vieira_27_YE15_M_1; Vieira_27_YE15_M_2; Vieira_27_YE15_M_3",3,1,"27"
"Vieira","S","M","YE","YE19",3,"Vieira_27_YE19_M_1; Vieira_27_YE19_M_2; Vieira_27_YE19_M_3",3,1,"27"
"Vieira","S","M","YE","YE20",3,"Vieira_27_YE20_M_1; Vieira_27_YE20_M_2; Vieira_27_YE20_M_3",3,1,"27"
"Vieira","S","M","YE","YE21",3,"Vieira_27_YE21_M_1; Vieira_27_YE21_M_2; Vieira_27_YE21_M_3",3,1,"27"
"Vieira","S","M","YE","YE22",3,"Vieira_27_YE22_M_1; Vieira_27_YE22_M_2; Vieira_27_YE22_M_3",3,1,"27"
"Vieira","S","M","YE","YE23",3,"Vieira_28_YE23_M_1; Vieira_28_YE23_M_2; Vieira_28_YE23_M_3",3,1,"28"
"Vieira","S","M","YE","YE24",3,"Vieira_28_YE24_M_1; Vieira_28_YE24_M_2; Vieira_28_YE24_M_3",3,1,"28"
"Vieira","S","M","YE","YE26",3,"Vieira_28_YE26_M_1; Vieira_28_YE26_M_2; Vieira_28_YE26_M_3",3,1,"28"
"Vieira","S","M","YE","YE27",3,"Vieira_28_YE27_M_1; Vieira_28_YE27_M_2; Vieira_28_YE27_M_3",3,1,"28"
"Vieira","S","M","YE","YE33",3,"Vieira_32_YE33_M_1; Vieira_32_YE33_M_2; Vieira_32_YE33_M_3",3,1,"32"
"Vieira","S","M","YE","YE40",3,"Vieira_32_YE40_M_1; Vieira_32_YE40_M_2; Vieira_32_YE40_M_3",3,1,"32"
"Vieira","S","M","YE","YE41",3,"Vieira_31_YE41_M_1; Vieira_31_YE41_M_2; Vieira_31_YE41_M_3",3,1,"31"
"Vieira","S","M","YE","YE48",3,"Vieira_31_YE48_M_1; Vieira_31_YE48_M_2; Vieira_31_YE48_M_3",3,1,"31"
"Vieira","S","M","YE","YE49",3,"Vieira_31_YE49_M_1; Vieira_31_YE49_M_2; Vieira_31_YE49_M_3",3,1,"31"
"Vieira","S","M","YE","YE51",3,"Vieira_31_YE51_M_1; Vieira_31_YE51_M_2; Vieira_31_YE51_M_3",3,1,"31"
"Vieira","S","M","YE","YE69",3,"Vieira_31_YE69_M_1; Vieira_31_YE69_M_2; Vieira_31_YE69_M_3",3,1,"31"
"Vieira","S","M","YE","YE80",3,"Vieira_31_YE80_M_1; Vieira_31_YE80_M_2; Vieira_31_YE80_M_3",3,1,"31"
"Gonzalez","S","F","AK","AK1",3,"Gonzalez_1_AK1_F_1; Gonzalez_2_AK1_F_2; Gonzalez_3_AK1_F_3",3,3,"1; 2; 3"
"Gonzalez","S","F","AK","AK10",3,"Gonzalez_1_AK10_F_1; Gonzalez_3_AK10_F_2; Gonzalez_4_AK10_F_3",3,3,"1; 3; 4"
"Gonzalez","S","F","AK","AK11",3,"Gonzalez_1_AK11_F_1; Gonzalez_2_AK11_F_2; Gonzalez_3_AK11_F_3",3,3,"1; 2; 3"
"Gonzalez","S","F","AK","AK12",5,"Gonzalez_1_AK12_F_1; Gonzalez_2_AK12_F_2; Gonzalez_5_AK12_F_3; Gonzalez_6_AK12_F_4; Gonzalez_7_AK12_F_5",5,5,"1; 2; 5; 6; 7"
"Gonzalez","S","F","AK","AK13",4,"Gonzalez_2_AK13_F_1; Gonzalez_5_AK13_F_2; Gonzalez_6_AK13_F_3; Gonzalez_7_AK13_F_4",4,4,"2; 5; 6; 7"
"Gonzalez","S","F","AK","AK14",5,"Gonzalez_1_AK14_F_1; Gonzalez_2_AK14_F_2; Gonzalez_5_AK14_F_3; Gonzalez_6_AK14_F_4; Gonzalez_7_AK14_F_5",5,5,"1; 2; 5; 6; 7"
"Gonzalez","S","F","AK","AK15",3,"Gonzalez_1_AK15_F_1; Gonzalez_3_AK15_F_2; Gonzalez_4_AK15_F_3",3,3,"1; 3; 4"
"Gonzalez","S","F","AK","AK16",3,"Gonzalez_2_AK16_F_1; Gonzalez_3_AK16_F_2; Gonzalez_4_AK16_F_3",3,3,"2; 3; 4"
"Gonzalez","S","F","AK","AK17",8,"Gonzalez_1_AK17_F_1; Gonzalez_2_AK17_F_2; Gonzalez_3_AK17_F_3; Gonzalez_5_AK17_F_4; Gonzalez_6_AK17_F_5; Gonzalez_7_AK17_F_6; Gonzalez_8_AK17_F_7; Gonzalez_9_AK17_F_8",8,8,"1; 2; 3; 5; 6; 7; 8; 9"
"Gonzalez","S","F","AK","AK18",3,"Gonzalez_1_AK18_F_1; Gonzalez_3_AK18_F_2; Gonzalez_4_AK18_F_3",3,3,"1; 3; 4"
"Gonzalez","S","F","AK","AK2",3,"Gonzalez_2_AK2_F_1; Gonzalez_3_AK2_F_2; Gonzalez_4_AK2_F_3",3,3,"2; 3; 4"
"Gonzalez","S","F","AK","AK20",3,"Gonzalez_2_AK20_F_1; Gonzalez_3_AK20_F_2; Gonzalez_4_AK20_F_3",3,3,"2; 3; 4"
"Gonzalez","S","F","AK","AK21",3,"Gonzalez_1_AK21_F_1; Gonzalez_2_AK21_F_2; Gonzalez_3_AK21_F_3",3,3,"1; 2; 3"
"Gonzalez","S","F","AK","AK3",4,"Gonzalez_1_AK3_F_1; Gonzalez_5_AK3_F_2; Gonzalez_6_AK3_F_3; Gonzalez_8_AK3_F_4",4,4,"1; 5; 6; 8"
"Gonzalez","S","F","AK","AK4",3,"Gonzalez_1_AK4_F_1; Gonzalez_2_AK4_F_2; Gonzalez_3_AK4_F_3",3,3,"1; 2; 3"
"Gonzalez","S","F","AK","AK5",3,"Gonzalez_2_AK5_F_1; Gonzalez_3_AK5_F_2; Gonzalez_4_AK5_F_3",3,3,"2; 3; 4"
"Gonzalez","S","F","AK","AK6",3,"Gonzalez_1_AK6_F_1; Gonzalez_3_AK6_F_2; Gonzalez_4_AK6_F_3",3,3,"1; 3; 4"
"Gonzalez","S","F","AK","AK7",5,"Gonzalez_2_AK7_F_1; Gonzalez_3_AK7_F_2; Gonzalez_5_AK7_F_3; Gonzalez_6_AK7_F_4; Gonzalez_7_AK7_F_5",5,5,"2; 3; 5; 6; 7"
"Gonzalez","S","F","AK","AK8",3,"Gonzalez_1_AK8_F_1; Gonzalez_2_AK8_F_2; Gonzalez_3_AK8_F_3",3,3,"1; 2; 3"
"Gonzalez","S","F","AK","AK9",3,"Gonzalez_2_AK9_F_1; Gonzalez_3_AK9_F_2; Gonzalez_4_AK9_F_3",3,3,"2; 3; 4"
"Gonzalez","S","F","GI","GI1",3,"Gonzalez_1_GI1_F_1; Gonzalez_3_GI1_F_2; Gonzalez_4_GI1_F_3",3,3,"1; 3; 4"
"Gonzalez","S","F","GI","GI10",3,"Gonzalez_5_GI10_F_1; Gonzalez_6_GI10_F_2; Gonzalez_7_GI10_F_3",3,3,"5; 6; 7"
"Gonzalez","S","F","GI","GI11",3,"Gonzalez_5_GI11_F_1; Gonzalez_6_GI11_F_2; Gonzalez_7_GI11_F_3",3,3,"5; 6; 7"
"Gonzalez","S","F","GI","GI12",3,"Gonzalez_2_GI12_F_1; Gonzalez_3_GI12_F_2; Gonzalez_4_GI12_F_3",3,3,"2; 3; 4"
"Gonzalez","S","F","GI","GI13",3,"Gonzalez_1_GI13_F_1; Gonzalez_2_GI13_F_2; Gonzalez_3_GI13_F_3",3,3,"1; 2; 3"
"Gonzalez","S","F","GI","GI14",4,"Gonzalez_3_GI14_F_1; Gonzalez_5_GI14_F_2; Gonzalez_6_GI14_F_3; Gonzalez_7_GI14_F_4",4,4,"3; 5; 6; 7"
"Gonzalez","S","F","GI","GI15",3,"Gonzalez_1_GI15_F_1; Gonzalez_3_GI15_F_2; Gonzalez_4_GI15_F_3",3,3,"1; 3; 4"
"Gonzalez","S","F","GI","GI2",3,"Gonzalez_1_GI2_F_1; Gonzalez_3_GI2_F_2; Gonzalez_4_GI2_F_3",3,3,"1; 3; 4"
"Gonzalez","S","F","GI","GI3",3,"Gonzalez_2_GI3_F_1; Gonzalez_3_GI3_F_2; Gonzalez_4_GI3_F_3",3,3,"2; 3; 4"
"Gonzalez","S","F","GI","GI4",3,"Gonzalez_1_GI4_F_1; Gonzalez_2_GI4_F_2; Gonzalez_3_GI4_F_3",3,3,"1; 2; 3"
"Gonzalez","S","F","GI","GI5",3,"Gonzalez_5_GI5_F_1; Gonzalez_6_GI5_F_2; Gonzalez_7_GI5_F_3",3,3,"5; 6; 7"
"Gonzalez","S","F","GI","GI6",3,"Gonzalez_1_GI6_F_1; Gonzalez_2_GI6_F_2; Gonzalez_3_GI6_F_3",3,3,"1; 2; 3"
"Gonzalez","S","F","GI","GI7",3,"Gonzalez_2_GI7_F_1; Gonzalez_3_GI7_F_2; Gonzalez_4_GI7_F_3",3,3,"2; 3; 4"
"Gonzalez","S","F","GI","GI8",3,"Gonzalez_1_GI8_F_1; Gonzalez_2_GI8_F_2; Gonzalez_3_GI8_F_3",3,3,"1; 2; 3"
